=== Part A: band-consistent alternating branches, n=4, R<= 10.0 ===
  sup R=   4.000 D=  151.752450 band=True r=2.418135 a_scaled=-3.441e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   4.500 D=  156.261626 band=True r=2.571724 a_scaled=-3.497e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   4.641 D=  157.415754 band=True r=2.613187 a_scaled=-3.511e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   4.782 D=  158.524483 band=True r=2.653883 a_scaled=-3.526e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   4.923 D=  159.590754 band=True r=2.693837 a_scaled=-3.539e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.064 D=  160.617246 band=True r=2.733075 a_scaled=-3.553e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.205 D=  161.606404 band=True r=2.771620 a_scaled=-3.566e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.346 D=  162.560470 band=True r=2.809495 a_scaled=-3.578e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.487 D=  163.481499 band=True r=2.846722 a_scaled=-3.591e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.628 D=  164.371382 band=True r=2.883323 a_scaled=-3.603e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.769 D=  165.231861 band=True r=2.919317 a_scaled=-3.614e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   5.910 D=  166.064543 band=True r=2.954725 a_scaled=-3.626e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.051 D=  166.870914 band=True r=2.989564 a_scaled=-3.637e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.192 D=  167.652352 band=True r=3.023854 a_scaled=-3.647e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.333 D=  168.410135 band=True r=3.057610 a_scaled=-3.658e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.474 D=  169.145449 band=True r=3.090851 a_scaled=-3.668e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.615 D=  169.859400 band=True r=3.123591 a_scaled=-3.678e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.756 D=  170.553018 band=True r=3.155845 a_scaled=-3.688e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   6.897 D=  171.227265 band=True r=3.187629 a_scaled=-3.697e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
  sup R=   7.038 D=  171.883039 band=True r=3.218956 a_scaled=-3.706e+02 f/(a x^2)=[np.float64(1.0), np.float64(0.9999)]
